Review_ID,Product_ID,Date,Rating,Review_Text,Sentiment
53,1015,2023-06-12 18:59:14.593061,3,This is a bad product.,Positive
54,1071,2023-11-16 18:59:14.593064,3,This is a mediocre product.,Positive
55,1000,2023-06-18 18:59:14.593067,3,This is a good product.,Neutral
56,1004,2023-12-12 18:59:14.593070,4,This is a terrible product.,Neutral
57,1002,2023-12-18 18:59:14.593073,5,This is a good product.,Positive
58,1064,2023-05-10 18:59:14.593076,5,This is a mediocre product.,Positive
59,1003,2023-11-25 18:59:14.593079,2,This is a great product.,Neutral
60,1098,2024-01-09 18:59:14.593082,5,This is a great product.,Negative
61,1095,2023-07-25 18:59:14.593085,5,This is a great product.,Neutral
62,1063,2024-01-29 18:59:14.593088,3,This is a terrible product.,Positive
63,1097,2023-07-13 18:59:14.593091,3,This is a bad product.,Negative
64,1088,2024-02-04 18:59:14.593094,2,This is a great product.,Positive
65,1009,2023-10-27 18:59:14.593097,1,This is a terrible product.,Negative
66,1020,2023-10-28 18:59:14.593100,2,This is a great product.,Positive
67,1045,2024-02-04 18:59:14.593103,2,This is a terrible product.,Negative
68,1090,2023-04-18 18:59:14.593106,4,This is a bad product.,Negative
69,1026,2023-12-29 18:59:14.593109,4,This is a great product.,Positive
70,1065,2023-08-22 18:59:14.593112,2,This is a bad product.,Negative
71,1040,2023-07-02 18:59:14.593114,2,This is a bad product.,Neutral
72,1012,2023-10-01 18:59:14.593117,2,This is a great product.,Positive
73,1008,2024-01-28 18:59:14.593120,5,This is a good product.,Neutral
74,1035,2023-12-11 18:59:14.593123,4,This is a terrible product.,Positive
75,1085,2023-08-18 18:59:14.593126,2,This is a mediocre product.,Negative
76,1089,2023-09-14 18:59:14.593129,3,This is a terrible product.,Negative
77,1057,2023-10-08 18:59:14.593131,3,This is a bad product.,Negative
78,1053,2023-03-11 18:59:14.593135,5,This is a bad product.,Positive
79,1011,2023-07-04 18:59:14.593138,5,This is a mediocre product.,Neutral
80,1080,2023-09-17 18:59:14.593141,1,This is a mediocre product.,Neutral
81,1077,2024-01-25 18:59:14.593144,1,This is a mediocre product.,Positive
82,1013,2023-03-17 18:59:14.593146,1,This is a great product.,Positive
83,1033,2023-09-11 18:59:14.593149,5,This is a great product.,Neutral
84,1052,2023-04-24 18:59:14.593152,5,This is a terrible product.,Neutral
85,1019,2023-03-03 18:59:14.593156,5,This is a mediocre product.,Neutral
86,1074,2023-04-29 18:59:14.593158,3,This is a great product.,Neutral
87,1015,2024-02-04 18:59:14.593161,5,This is a great product.,Positive
88,1094,2023-08-10 18:59:14.593164,3,This is a mediocre product.,Positive
89,1069,2023-03-10 18:59:14.593167,1,This is a mediocre product.,Negative
90,1055,2023-11-02 18:59:14.593170,1,This is a terrible product.,Neutral
91,1082,2023-11-15 18:59:14.593173,1,This is a bad product.,Negative
92,1057,2023-11-26 18:59:14.593176,2,This is a bad product.,Positive
93,1003,2023-05-29 18:59:14.593179,2,This is a great product.,Positive
94,1003,2024-02-02 18:59:14.593182,4,This is a bad product.,Negative
95,1019,2024-01-02 18:59:14.593185,4,This is a great product.,Neutral
96,1009,2023-04-13 18:59:14.593188,4,This is a good product.,Neutral
97,1023,2023-09-20 18:59:14.593191,2,This is a bad product.,Neutral
98,1098,2023-03-05 18:59:14.593194,2,This is a terrible product.,Neutral
99,1025,2023-10-09 18:59:14.593197,4,This is a bad product.,Negative
100,1036,2023-06-18 18:59:14.593200,4,This is a good product.,Negative
101,1084,2023-10-22 18:59:14.593203,5,This is a mediocre product.,Positive
102,1053,2024-01-28 18:59:14.593206,4,This is a good product.,Neutral
103,1020,2023-05-22 18:59:14.593209,5,This is a bad product.,Neutral
104,1073,2023-08-30 18:59:14.593212,3,This is a bad product.,Neutral
105,1037,2023-11-05 18:59:14.593215,2,This is a bad product.,Negative
106,1045,2024-01-09 18:59:14.593218,4,This is a terrible product.,Neutral
107,1003,2023-12-21 18:59:14.593221,2,This is a good product.,Negative
108,1059,2024-01-01 18:59:14.593224,2,This is a great product.,Neutral
109,1056,2023-05-14 18:59:14.593226,2,This is a terrible product.,Neutral
110,1044,2023-06-22 18:59:14.593230,3,This is a good product.,Positive
111,1019,2023-11-30 18:59:14.593233,1,This is a great product.,Neutral
112,1016,2023-03-07 18:59:14.593236,4,This is a terrible product.,Neutral
113,1070,2023-04-05 18:59:14.593239,1,This is a great product.,Positive
114,1003,2023-11-03 18:59:14.593242,1,This is a terrible product.,Negative
115,1092,2023-05-26 18:59:14.593244,1,This is a good product.,Negative
116,1013,2023-06-29 18:59:14.593247,2,This is a bad product.,Neutral
117,1002,2024-02-19 18:59:14.593250,5,This is a bad product.,Negative
118,1087,2023-12-13 18:59:14.593255,2,This is a great product.,Neutral
119,1079,2023-03-14 18:59:14.593258,2,This is a mediocre product.,Positive
120,1057,2024-01-24 18:59:14.593261,1,This is a mediocre product.,Positive
121,1054,2023-09-24 18:59:14.593264,2,This is a terrible product.,Neutral
122,1003,2023-12-23 18:59:14.593267,1,This is a mediocre product.,Positive
123,1023,2024-02-11 18:59:14.593269,5,This is a mediocre product.,Positive
124,1033,2024-02-25 18:59:14.593272,4,This is a bad product.,Neutral
125,1029,2023-07-06 18:59:14.593275,1,This is a terrible product.,Neutral
126,1081,2023-12-03 18:59:14.593278,5,This is a mediocre product.,Positive
127,1018,2023-08-01 18:59:14.593281,4,This is a great product.,Negative
128,1030,2023-12-09 18:59:14.593284,3,This is a bad product.,Negative
129,1059,2023-09-03 18:59:14.593287,1,This is a good product.,Neutral
130,1059,2024-02-07 18:59:14.593291,1,This is a great product.,Neutral
131,1018,2023-12-12 18:59:14.593294,3,This is a good product.,Negative
132,1048,2023-06-18 18:59:14.593297,3,This is a bad product.,Positive
133,1062,2023-04-05 18:59:14.593300,1,This is a terrible product.,Negative
134,1082,2023-11-21 18:59:14.593303,3,This is a mediocre product.,Negative
135,1021,2023-10-19 18:59:14.593305,2,This is a bad product.,Negative
136,1023,2024-02-04 18:59:14.593308,4,This is a great product.,Negative
137,1075,2023-08-12 18:59:14.593311,4,This is a bad product.,Neutral
138,1029,2023-11-20 18:59:14.593314,4,This is a mediocre product.,Neutral
139,1057,2024-01-01 18:59:14.593317,2,This is a mediocre product.,Positive
140,1030,2024-01-30 18:59:14.593320,3,This is a terrible product.,Positive
141,1099,2024-01-27 18:59:14.593323,5,This is a mediocre product.,Positive
142,1063,2023-12-29 18:59:14.593326,3,This is a bad product.,Positive
143,1018,2024-01-30 18:59:14.593329,1,This is a mediocre product.,Negative
144,1047,2023-12-17 18:59:14.593332,4,This is a terrible product.,Neutral
145,1044,2023-05-28 18:59:14.593334,3,This is a mediocre product.,Neutral
146,1099,2024-02-29 18:59:14.593338,5,This is a great product.,Positive
147,1093,2023-09-23 18:59:14.593340,1,This is a terrible product.,Positive
148,1054,2023-04-29 18:59:14.593343,2,This is a mediocre product.,Negative
149,1054,2023-03-18 18:59:14.593346,2,This is a great product.,Negative
150,1096,2023-10-11 18:59:14.593351,5,This is a great product.,Positive
151,1017,2023-04-30 18:59:14.593353,1,This is a great product.,Neutral
152,1062,2023-03-25 18:59:14.593356,4,This is a mediocre product.,Neutral
153,1091,2023-07-16 18:59:14.593359,3,This is a good product.,Neutral
154,1046,2023-09-09 18:59:14.593362,1,This is a good product.,Positive
155,1074,2023-05-29 18:59:14.593365,2,This is a mediocre product.,Neutral
156,1056,2023-07-29 18:59:14.593368,5,This is a bad product.,Negative
157,1044,2023-12-31 18:59:14.593371,5,This is a good product.,Negative
158,1032,2024-01-24 18:59:14.593374,3,This is a mediocre product.,Positive
159,1016,2023-12-15 18:59:14.593377,5,This is a mediocre product.,Negative
160,1069,2023-05-08 18:59:14.593379,5,This is a good product.,Positive
161,1003,2023-08-10 18:59:14.593382,1,This is a mediocre product.,Neutral
162,1019,2023-03-26 18:59:14.593385,4,This is a good product.,Neutral
163,1046,2023-06-28 18:59:14.593388,3,This is a great product.,Neutral
164,1090,2023-10-24 18:59:14.593391,1,This is a terrible product.,Negative
165,1014,2023-11-15 18:59:14.593394,4,This is a good product.,Positive
166,1069,2023-03-13 18:59:14.593397,1,This is a great product.,Neutral
167,1046,2024-02-09 18:59:14.593400,1,This is a good product.,Positive
168,1077,2024-01-28 18:59:14.593403,5,This is a terrible product.,Neutral
169,1074,2023-05-26 18:59:14.593406,4,This is a terrible product.,Negative
170,1008,2023-06-26 18:59:14.593409,3,This is a bad product.,Negative
171,1089,2024-02-06 18:59:14.593412,3,This is a great product.,Positive
172,1015,2024-01-30 18:59:14.593415,4,This is a great product.,Negative
173,1068,2023-11-27 18:59:14.593418,5,This is a mediocre product.,Negative
174,1060,2023-09-24 18:59:14.593421,2,This is a mediocre product.,Positive
175,1009,2023-07-21 18:59:14.593424,1,This is a great product.,Neutral
176,1049,2023-06-01 18:59:14.593427,5,This is a good product.,Negative
177,1002,2023-10-30 18:59:14.593430,4,This is a bad product.,Positive
178,1076,2023-11-18 18:59:14.593433,1,This is a terrible product.,Negative
179,1093,2023-08-21 18:59:14.593436,3,This is a good product.,Negative
180,1069,2024-01-19 18:59:14.593439,2,This is a terrible product.,Negative
181,1080,2024-02-24 18:59:14.593442,3,This is a mediocre product.,Negative
182,1050,2023-07-19 18:59:14.593445,4,This is a terrible product.,Positive
183,1018,2023-10-09 18:59:14.593448,1,This is a bad product.,Positive
184,1041,2023-09-05 18:59:14.593450,4,This is a terrible product.,Positive
185,1034,2023-07-26 18:59:14.593453,1,This is a terrible product.,Negative
186,1045,2023-09-20 18:59:14.593456,5,This is a great product.,Negative
187,1025,2023-03-19 18:59:14.593459,2,This is a great product.,Negative
188,1068,2023-09-14 18:59:14.593462,5,This is a mediocre product.,Positive
189,1092,2023-12-17 18:59:14.593465,5,This is a mediocre product.,Negative
190,1063,2023-03-27 18:59:14.593468,4,This is a terrible product.,Neutral
191,1036,2023-12-29 18:59:14.593471,2,This is a mediocre product.,Negative
192,1083,2023-06-19 18:59:14.593474,1,This is a terrible product.,Neutral
193,1048,2023-12-04 18:59:14.593476,1,This is a great product.,Negative
194,1020,2023-05-06 18:59:14.593480,3,This is a good product.,Positive
195,1073,2023-08-09 18:59:14.593483,1,This is a good product.,Negative
196,1063,2023-09-27 18:59:14.593485,4,This is a mediocre product.,Neutral
197,1004,2023-05-31 18:59:14.593488,5,This is a good product.,Neutral
198,1099,2023-05-12 18:59:14.593491,5,This is a great product.,Negative
199,1069,2023-05-18 18:59:14.593494,5,This is a mediocre product.,Neutral
200,1089,2023-09-23 18:59:14.593497,2,This is a mediocre product.,Neutral
201,1003,2024-01-12 18:59:14.593500,1,This is a great product.,Positive
202,1038,2023-09-03 18:59:14.593504,4,This is a good product.,Negative
203,1034,2024-01-21 18:59:14.593507,2,This is a bad product.,Negative
204,1000,2023-11-18 18:59:14.593510,3,This is a mediocre product.,Negative
205,1023,2023-12-25 18:59:14.593513,4,This is a great product.,Neutral
206,1056,2023-12-14 18:59:14.593516,4,This is a mediocre product.,Negative
207,1099,2023-12-03 18:59:14.593519,4,This is a good product.,Negative
208,1069,2024-02-26 18:59:14.593521,5,This is a bad product.,Positive
209,1040,2023-11-28 18:59:14.593524,4,This is a good product.,Positive
210,1053,2024-02-15 18:59:14.593527,1,This is a bad product.,Positive
211,1045,2023-04-29 18:59:14.593530,4,This is a terrible product.,Neutral
212,1059,2023-06-22 18:59:14.593533,5,This is a great product.,Negative
213,1059,2023-06-14 18:59:14.593536,4,This is a bad product.,Positive
214,1056,2023-10-17 18:59:14.593539,3,This is a mediocre product.,Positive
215,1030,2023-07-30 18:59:14.593542,3,This is a bad product.,Positive
216,1083,2023-06-05 18:59:14.593545,5,This is a great product.,Negative
217,1023,2023-06-18 18:59:14.593547,1,This is a terrible product.,Negative
218,1088,2023-09-06 18:59:14.593551,1,This is a great product.,Negative
219,1035,2023-08-20 18:59:14.593554,2,This is a bad product.,Neutral
220,1084,2024-01-25 18:59:14.593557,5,This is a good product.,Neutral
221,1029,2023-12-06 18:59:14.593560,4,This is a terrible product.,Positive
222,1023,2024-02-28 18:59:14.593562,5,This is a bad product.,Negative
223,1029,2023-09-23 18:59:14.593565,2,This is a great product.,Positive
224,1085,2023-12-26 18:59:14.593568,5,This is a bad product.,Negative
225,1091,2023-12-17 18:59:14.593571,5,This is a terrible product.,Negative
226,1006,2023-06-11 18:59:14.593574,2,This is a bad product.,Negative
227,1034,2023-09-24 18:59:14.593577,1,This is a good product.,Neutral
228,1054,2023-10-20 18:59:14.593580,4,This is a mediocre product.,Neutral
229,1091,2023-10-31 18:59:14.593583,2,This is a bad product.,Negative
230,1013,2023-05-24 18:59:14.593707,3,This is a mediocre product.,Positive
231,1009,2023-04-30 18:59:14.593710,1,This is a great product.,Negative
232,1079,2024-02-24 18:59:14.593713,3,This is a great product.,Negative
233,1015,2023-07-16 18:59:14.593716,1,This is a terrible product.,Positive
234,1053,2023-06-03 18:59:14.593720,4,This is a bad product.,Negative
235,1094,2023-05-17 18:59:14.593723,4,This is a great product.,Positive
236,1088,2023-07-24 18:59:14.593726,5,This is a mediocre product.,Neutral
237,1076,2023-08-17 18:59:14.593729,3,This is a terrible product.,Neutral
238,1069,2024-02-29 18:59:14.593733,1,This is a good product.,Positive
239,1043,2023-12-16 18:59:14.593736,4,This is a good product.,Neutral
240,1072,2023-11-09 18:59:14.593739,2,This is a bad product.,Neutral
241,1044,2023-06-12 18:59:14.593742,4,This is a terrible product.,Positive
242,1099,2023-03-20 18:59:14.593745,2,This is a mediocre product.,Neutral
243,1055,2023-11-09 18:59:14.593748,1,This is a terrible product.,Negative
244,1083,2023-05-20 18:59:14.593750,4,This is a good product.,Negative
245,1081,2023-04-18 18:59:14.593753,4,This is a good product.,Positive
246,1056,2023-12-22 18:59:14.593756,1,This is a great product.,Neutral
247,1020,2023-06-29 18:59:14.593759,4,This is a great product.,Negative
248,1067,2023-12-09 18:59:14.593762,2,This is a bad product.,Negative
249,1049,2023-07-24 18:59:14.593765,4,This is a terrible product.,Neutral
250,1032,2023-09-20 18:59:14.593768,3,This is a terrible product.,Neutral
251,1090,2023-06-18 18:59:14.593771,5,This is a bad product.,Negative
252,1006,2023-05-22 18:59:14.593774,2,This is a terrible product.,Negative
253,1069,2024-01-20 18:59:14.593777,3,This is a great product.,Positive
254,1014,2023-06-15 18:59:14.593779,1,This is a bad product.,Positive
255,1081,2023-11-12 18:59:14.593783,2,This is a bad product.,Negative
256,1031,2023-12-15 18:59:14.593786,5,This is a mediocre product.,Positive
257,1074,2023-06-02 18:59:14.593789,5,This is a bad product.,Negative
258,1019,2023-07-30 18:59:14.593792,1,This is a good product.,Negative
259,1087,2023-09-01 18:59:14.593794,1,This is a terrible product.,Positive
260,1014,2023-08-24 18:59:14.593797,2,This is a mediocre product.,Positive
261,1047,2023-08-06 18:59:14.593800,4,This is a mediocre product.,Neutral
262,1070,2024-02-24 18:59:14.593803,1,This is a terrible product.,Neutral
263,1020,2023-06-18 18:59:14.593806,4,This is a mediocre product.,Neutral
264,1041,2023-04-01 18:59:14.593809,3,This is a good product.,Negative
265,1025,2024-02-09 18:59:14.593812,5,This is a good product.,Positive
266,1013,2023-07-03 18:59:14.593815,4,This is a mediocre product.,Negative
267,1056,2024-02-05 18:59:14.593818,5,This is a terrible product.,Positive
268,1036,2023-11-02 18:59:14.593821,4,This is a great product.,Negative
269,1057,2023-03-23 18:59:14.593824,3,This is a mediocre product.,Neutral
270,1020,2023-04-17 18:59:14.593827,1,This is a good product.,Neutral
271,1081,2023-12-28 18:59:14.593830,3,This is a terrible product.,Neutral
272,1068,2023-07-09 18:59:14.593833,1,This is a mediocre product.,Negative
273,1002,2023-09-22 18:59:14.593836,1,This is a good product.,Positive
274,1086,2023-06-30 18:59:14.593838,5,This is a good product.,Positive
275,1089,2023-10-22 18:59:14.593841,3,This is a good product.,Neutral
276,1036,2023-12-31 18:59:14.593844,4,This is a good product.,Neutral
277,1087,2023-09-07 18:59:14.593847,3,This is a bad product.,Neutral
278,1048,2023-05-23 18:59:14.593850,5,This is a good product.,Neutral
279,1018,2023-12-20 18:59:14.593853,1,This is a mediocre product.,Positive
280,1088,2023-07-22 18:59:14.593856,5,This is a mediocre product.,Negative
281,1084,2024-02-26 18:59:14.593858,2,This is a terrible product.,Negative
282,1011,2023-08-08 18:59:14.593861,2,This is a mediocre product.,Negative
283,1060,2024-02-11 18:59:14.593864,4,This is a good product.,Negative
284,1040,2023-03-24 18:59:14.593867,5,This is a mediocre product.,Neutral
285,1032,2024-01-06 18:59:14.593870,4,This is a great product.,Neutral
286,1049,2023-10-02 18:59:14.593873,4,This is a great product.,Neutral
287,1067,2023-07-24 18:59:14.593876,2,This is a great product.,Negative
288,1070,2023-08-15 18:59:14.593879,4,This is a great product.,Neutral
289,1085,2023-03-04 18:59:14.593882,2,This is a good product.,Neutral
290,1032,2023-10-28 18:59:14.593885,1,This is a terrible product.,Positive
291,1080,2023-07-08 18:59:14.593887,5,This is a good product.,Positive
292,1023,2024-01-22 18:59:14.593890,4,This is a terrible product.,Neutral
293,1060,2023-04-30 18:59:14.593894,2,This is a mediocre product.,Positive
294,1060,2023-12-28 18:59:14.593897,3,This is a terrible product.,Positive
295,1097,2024-02-25 18:59:14.593899,4,This is a good product.,Neutral
296,1027,2023-04-04 18:59:14.593902,1,This is a terrible product.,Neutral
297,1057,2023-12-17 18:59:14.593905,1,This is a good product.,Neutral
298,1042,2023-07-23 18:59:14.593908,3,This is a mediocre product.,Neutral
299,1040,2023-07-18 18:59:14.593911,2,This is a mediocre product.,Negative
300,1038,2023-07-06 18:59:14.593914,4,This is a bad product.,Negative
301,1085,2023-08-04 18:59:14.593917,2,This is a terrible product.,Neutral
302,1048,2023-08-25 18:59:14.593921,1,This is a mediocre product.,Positive
303,1016,2023-08-18 18:59:14.593923,2,This is a bad product.,Neutral
304,1097,2023-07-21 18:59:14.593926,1,This is a terrible product.,Neutral
305,1069,2023-10-29 18:59:14.593929,2,This is a good product.,Positive
306,1069,2024-01-01 18:59:14.593932,3,This is a mediocre product.,Negative
307,1097,2023-09-20 18:59:14.593935,5,This is a great product.,Neutral
308,1064,2023-12-22 18:59:14.593938,3,This is a terrible product.,Neutral
309,1073,2023-06-12 18:59:14.593941,3,This is a terrible product.,Negative
310,1084,2023-05-11 18:59:14.593945,5,This is a great product.,Negative
311,1004,2023-07-11 18:59:14.593948,5,This is a good product.,Positive
312,1001,2023-09-26 18:59:14.593950,4,This is a bad product.,Negative
313,1021,2024-02-01 18:59:14.593953,4,This is a bad product.,Negative
314,1056,2023-07-31 18:59:14.593957,3,This is a good product.,Negative
315,1065,2023-08-21 18:59:14.593959,3,This is a terrible product.,Positive
316,1073,2023-10-21 18:59:14.593962,1,This is a good product.,Negative
317,1097,2023-11-08 18:59:14.593965,1,This is a good product.,Negative
318,1015,2023-03-10 18:59:14.593969,4,This is a mediocre product.,Positive
319,1050,2023-04-26 18:59:14.593972,4,This is a great product.,Negative
320,1038,2023-11-12 18:59:14.593975,1,This is a mediocre product.,Negative
321,1085,2023-09-24 18:59:14.593978,1,This is a terrible product.,Positive
322,1075,2023-09-13 18:59:14.593981,2,This is a mediocre product.,Neutral
323,1087,2023-10-29 18:59:14.593984,2,This is a good product.,Positive
324,1039,2023-11-29 18:59:14.593987,1,This is a great product.,Negative
325,1037,2023-10-28 18:59:14.593989,2,This is a good product.,Negative
326,1059,2023-03-07 18:59:14.593995,5,This is a mediocre product.,Negative
327,1058,2023-06-16 18:59:14.593998,4,This is a bad product.,Positive
328,1009,2023-06-24 18:59:14.594001,4,This is a mediocre product.,Negative
329,1098,2023-03-19 18:59:14.594004,1,This is a good product.,Negative
330,1063,2023-05-04 18:59:14.594007,3,This is a good product.,Positive
331,1062,2023-05-25 18:59:14.594010,1,This is a terrible product.,Neutral
332,1048,2023-09-13 18:59:14.594013,2,This is a good product.,Neutral
333,1063,2023-07-20 18:59:14.594016,3,This is a good product.,Negative
334,1031,2023-04-19 18:59:14.594018,2,This is a great product.,Positive
335,1006,2023-12-08 18:59:14.594021,5,This is a great product.,Negative
336,1020,2023-05-07 18:59:14.594024,2,This is a terrible product.,Positive
337,1019,2023-12-24 18:59:14.594027,5,This is a good product.,Positive
338,1025,2023-03-24 18:59:14.594030,5,This is a terrible product.,Neutral
339,1067,2023-12-25 18:59:14.594033,2,This is a great product.,Neutral
340,1085,2023-10-14 18:59:14.594036,2,This is a good product.,Positive
341,1014,2023-08-16 18:59:14.594039,5,This is a mediocre product.,Negative
342,1084,2024-02-01 18:59:14.594042,3,This is a bad product.,Neutral
343,1078,2023-12-17 18:59:14.594045,5,This is a bad product.,Negative
344,1085,2023-07-04 18:59:14.594048,4,This is a bad product.,Neutral
345,1091,2023-07-23 18:59:14.594051,5,This is a mediocre product.,Neutral
346,1013,2023-07-11 18:59:14.594054,3,This is a terrible product.,Negative
347,1026,2023-12-24 18:59:14.594057,4,This is a good product.,Neutral
348,1039,2023-09-16 18:59:14.594060,1,This is a good product.,Neutral
349,1057,2024-01-07 18:59:14.594063,1,This is a bad product.,Negative
350,1027,2023-10-27 18:59:14.594066,3,This is a bad product.,Neutral
351,1025,2024-02-29 18:59:14.594068,5,This is a great product.,Neutral
352,1062,2023-11-09 18:59:14.594071,2,This is a great product.,Neutral
353,1065,2024-02-23 18:59:14.594074,3,This is a terrible product.,Negative
354,1024,2023-10-23 18:59:14.594078,4,This is a good product.,Positive
355,1002,2023-09-01 18:59:14.594081,4,This is a great product.,Negative
356,1071,2023-12-07 18:59:14.594084,1,This is a great product.,Positive
357,1043,2024-01-23 18:59:14.594087,4,This is a mediocre product.,Neutral
358,1096,2023-11-08 18:59:14.594090,3,This is a bad product.,Positive
359,1041,2023-12-10 18:59:14.594093,4,This is a mediocre product.,Negative
360,1098,2023-09-09 18:59:14.594096,3,This is a terrible product.,Negative
361,1005,2023-05-16 18:59:14.594098,2,This is a good product.,Neutral
362,1038,2024-02-14 18:59:14.594101,1,This is a bad product.,Positive
363,1051,2023-03-24 18:59:14.594104,4,This is a mediocre product.,Neutral
364,1022,2024-02-17 18:59:14.594108,3,This is a great product.,Neutral
365,1088,2023-07-12 18:59:14.594111,5,This is a terrible product.,Negative
366,1049,2023-09-08 18:59:14.594114,1,This is a mediocre product.,Positive
367,1042,2024-02-05 18:59:14.594117,2,This is a great product.,Positive
368,1018,2023-08-28 18:59:14.594120,3,This is a mediocre product.,Positive
369,1068,2024-01-06 18:59:14.594123,2,This is a good product.,Positive
370,1050,2023-08-23 18:59:14.594126,2,This is a good product.,Neutral
371,1010,2023-04-25 18:59:14.594129,4,This is a good product.,Neutral
372,1011,2023-11-10 18:59:14.594132,4,This is a mediocre product.,Negative
373,1073,2023-09-10 18:59:14.594135,3,This is a good product.,Neutral
374,1007,2023-11-08 18:59:14.594138,5,This is a good product.,Neutral
375,1023,2023-05-08 18:59:14.594141,3,This is a bad product.,Negative
376,1091,2023-03-14 18:59:14.594144,5,This is a good product.,Negative
377,1040,2023-09-20 18:59:14.594147,2,This is a terrible product.,Negative
378,1035,2023-11-13 18:59:14.594149,1,This is a mediocre product.,Neutral
379,1084,2023-09-09 18:59:14.594152,3,This is a bad product.,Neutral
380,1071,2024-01-20 18:59:14.594155,3,This is a mediocre product.,Negative
381,1054,2023-06-19 18:59:14.594158,5,This is a good product.,Negative
382,1008,2023-05-31 18:59:14.594161,2,This is a mediocre product.,Negative
383,1046,2023-08-18 18:59:14.594164,2,This is a good product.,Neutral
384,1014,2024-01-07 18:59:14.594167,5,This is a terrible product.,Neutral
385,1047,2023-09-20 18:59:14.594170,2,This is a terrible product.,Positive
386,1081,2023-07-13 18:59:14.594173,4,This is a great product.,Neutral
387,1041,2023-05-01 18:59:14.594176,1,This is a mediocre product.,Neutral
388,1059,2023-11-11 18:59:14.594179,3,This is a terrible product.,Neutral
389,1083,2023-05-18 18:59:14.594182,1,This is a terrible product.,Negative
390,1069,2023-11-18 18:59:14.594185,3,This is a mediocre product.,Neutral
391,1011,2023-09-04 18:59:14.594188,4,This is a great product.,Negative
