Sale_ID,Product_ID,Date,Quantity,Store_Location
128,1098,2023-07-08 18:59:14.553082,8,Los Angeles
129,1054,2023-04-10 18:59:14.553085,6,Houston
130,1039,2023-05-22 18:59:14.553088,5,Los Angeles
131,1051,2023-07-10 18:59:14.553091,9,Miami
132,1015,2024-02-28 18:59:14.553094,1,New York
133,1012,2023-12-22 18:59:14.553097,5,New York
134,1029,2024-02-20 18:59:14.553100,6,Miami
135,1018,2024-02-10 18:59:14.553103,5,New York
136,1016,2024-01-31 18:59:14.553106,6,New York
137,1062,2024-02-29 18:59:14.553108,6,New York
138,1018,2023-07-17 18:59:14.553111,7,Houston
139,1091,2023-06-07 18:59:14.553114,4,Houston
140,1057,2023-05-29 18:59:14.553118,8,Chicago
141,1054,2023-07-16 18:59:14.553121,7,Los Angeles
142,1089,2023-10-08 18:59:14.553123,9,Miami
143,1089,2023-03-17 18:59:14.553126,7,Miami
144,1061,2023-08-14 18:59:14.553132,3,Miami
145,1022,2023-12-17 18:59:14.553134,3,Chicago
146,1008,2023-06-03 18:59:14.553137,8,Houston
147,1011,2023-08-27 18:59:14.553140,5,Chicago
148,1000,2023-11-20 18:59:14.553144,4,Miami
149,1057,2023-05-24 18:59:14.553147,8,Los Angeles
150,1000,2023-05-26 18:59:14.553150,6,New York
151,1033,2024-01-30 18:59:14.553153,2,Houston
152,1095,2023-09-09 18:59:14.553156,4,Houston
153,1047,2023-09-26 18:59:14.553159,4,Chicago
154,1088,2023-11-21 18:59:14.553162,6,Houston
155,1000,2023-05-01 18:59:14.553165,6,Miami
156,1015,2023-07-20 18:59:14.553168,1,Miami
157,1060,2023-08-26 18:59:14.553171,8,Chicago
158,1063,2023-03-17 18:59:14.553173,6,Miami
159,1062,2024-02-28 18:59:14.553176,3,Los Angeles
160,1068,2023-03-27 18:59:14.553179,9,Chicago
161,1021,2024-02-10 18:59:14.553182,2,Los Angeles
162,1092,2023-03-13 18:59:14.553185,8,New York
163,1066,2023-04-15 18:59:14.553188,3,Los Angeles
164,1075,2023-03-18 18:59:14.553191,5,New York
165,1025,2024-01-16 18:59:14.553194,6,New York
166,1015,2023-10-28 18:59:14.553197,6,Los Angeles
167,1050,2023-05-26 18:59:14.553200,4,Chicago
168,1085,2023-11-09 18:59:14.553202,3,Miami
169,1056,2023-11-12 18:59:14.553205,4,Miami
170,1028,2023-11-18 18:59:14.553208,1,New York
171,1077,2023-12-13 18:59:14.553211,4,New York
172,1091,2023-07-05 18:59:14.553214,1,Chicago
173,1068,2024-02-22 18:59:14.553217,1,Houston
174,1046,2023-12-26 18:59:14.553221,6,Los Angeles
175,1093,2024-02-29 18:59:14.553224,5,New York
176,1061,2023-07-07 18:59:14.553227,4,Miami
177,1068,2023-03-24 18:59:14.553230,3,Chicago
178,1075,2023-08-04 18:59:14.553233,1,Los Angeles
179,1015,2024-02-03 18:59:14.553236,6,Chicago
180,1089,2023-05-23 18:59:14.553239,2,Los Angeles
181,1089,2023-11-22 18:59:14.553242,8,Los Angeles
182,1047,2023-05-27 18:59:14.553245,5,New York
183,1084,2023-09-18 18:59:14.553248,7,Chicago
184,1038,2023-03-21 18:59:14.553251,2,Chicago
185,1099,2024-02-13 18:59:14.553254,8,Miami
186,1032,2023-07-01 18:59:14.553257,2,Miami
187,1093,2023-06-11 18:59:14.553259,4,New York
188,1022,2023-07-28 18:59:14.553262,1,New York
189,1009,2024-01-29 18:59:14.553265,5,Houston
190,1068,2023-10-13 18:59:14.553268,9,Miami
191,1099,2023-07-16 18:59:14.553271,1,Los Angeles
192,1033,2023-03-04 18:59:14.553274,9,Chicago
193,1051,2023-07-23 18:59:14.553277,8,New York
194,1094,2023-08-23 18:59:14.553280,6,Chicago
195,1009,2023-08-30 18:59:14.553283,7,Chicago
196,1018,2023-11-26 18:59:14.553286,3,Houston
197,1057,2023-08-09 18:59:14.553289,1,Miami
198,1095,2023-05-10 18:59:14.553292,5,New York
199,1000,2023-07-21 18:59:14.553295,2,Chicago
200,1068,2023-11-03 18:59:14.553298,5,New York
201,1003,2024-01-18 18:59:14.553301,8,Los Angeles
202,1015,2023-12-01 18:59:14.553305,9,Houston
203,1023,2023-04-11 18:59:14.553307,2,Los Angeles
204,1079,2023-11-15 18:59:14.553310,3,New York
205,1001,2023-07-12 18:59:14.553313,3,New York
206,1091,2023-09-08 18:59:14.553316,1,Miami
207,1031,2023-08-14 18:59:14.553319,8,Chicago
208,1090,2023-04-09 18:59:14.553322,6,Chicago
209,1083,2023-10-24 18:59:14.553325,8,Los Angeles
210,1023,2024-01-24 18:59:14.553328,9,Houston
211,1011,2023-12-25 18:59:14.553331,5,Chicago
212,1049,2023-05-21 18:59:14.553334,3,Miami
213,1034,2023-06-02 18:59:14.553337,5,Los Angeles
214,1032,2023-04-05 18:59:14.553340,5,Los Angeles
215,1032,2023-03-13 18:59:14.553343,5,Miami
216,1060,2024-01-31 18:59:14.553346,3,Houston
217,1050,2023-03-27 18:59:14.553349,4,Miami
218,1042,2023-03-03 18:59:14.553352,9,Houston
219,1011,2023-09-23 18:59:14.553355,9,Miami
220,1066,2023-11-02 18:59:14.553358,2,Miami
221,1064,2023-12-30 18:59:14.553361,8,New York
222,1032,2023-05-02 18:59:14.553364,8,Los Angeles
223,1039,2023-09-27 18:59:14.553367,7,Miami
224,1073,2023-07-15 18:59:14.553370,8,Miami
225,1042,2023-09-21 18:59:14.553373,3,Chicago
226,1043,2023-06-01 18:59:14.553376,6,Los Angeles
227,1028,2024-02-24 18:59:14.553379,1,Chicago
228,1012,2023-08-05 18:59:14.553382,7,Los Angeles
229,1011,2023-07-29 18:59:14.553385,1,Chicago
230,1094,2024-01-28 18:59:14.553389,9,Miami
231,1045,2023-12-29 18:59:14.553391,1,Miami
232,1001,2023-04-04 18:59:14.553394,1,New York
233,1034,2023-08-23 18:59:14.553397,7,Chicago
234,1086,2023-12-23 18:59:14.553401,2,Houston
235,1080,2023-03-17 18:59:14.553404,5,New York
236,1089,2023-10-06 18:59:14.553407,8,Chicago
237,1007,2023-06-21 18:59:14.553410,8,Chicago
238,1092,2024-01-26 18:59:14.553413,3,New York
239,1025,2024-01-03 18:59:14.553416,7,Miami
240,1073,2024-02-02 18:59:14.553419,3,Chicago
241,1089,2024-02-26 18:59:14.553421,6,Miami
242,1033,2023-11-14 18:59:14.553424,6,New York
243,1006,2023-05-30 18:59:14.553427,3,Miami
244,1067,2024-01-28 18:59:14.553431,7,Los Angeles
245,1057,2023-05-21 18:59:14.553433,3,Houston
246,1074,2023-08-11 18:59:14.553437,8,Chicago
247,1028,2023-08-12 18:59:14.553439,4,Houston
248,1035,2023-10-31 18:59:14.553443,1,Miami
249,1088,2023-05-21 18:59:14.553446,4,Chicago
250,1020,2023-04-12 18:59:14.553449,7,Miami
251,1035,2023-07-11 18:59:14.553452,4,Los Angeles
252,1009,2023-06-02 18:59:14.553454,6,New York
253,1072,2024-02-07 18:59:14.553457,9,Chicago
254,1023,2023-11-13 18:59:14.553460,1,Los Angeles
255,1063,2023-10-05 18:59:14.553463,5,Los Angeles
256,1098,2023-04-27 18:59:14.553466,7,Chicago
257,1048,2023-03-30 18:59:14.553469,1,Miami
258,1098,2024-01-07 18:59:14.553472,4,Los Angeles
259,1035,2023-08-19 18:59:14.553476,6,Houston
260,1081,2024-02-13 18:59:14.553479,2,Los Angeles
261,1095,2024-02-20 18:59:14.553482,5,Miami
262,1023,2023-08-29 18:59:14.553485,1,Miami
263,1022,2023-11-12 18:59:14.553488,6,Houston
264,1061,2023-10-06 18:59:14.553490,6,Los Angeles
265,1095,2023-08-20 18:59:14.553493,4,Miami
266,1036,2023-05-30 18:59:14.553497,8,Chicago
267,1011,2023-03-05 18:59:14.553500,4,New York
268,1054,2023-07-17 18:59:14.553503,8,New York
269,1012,2023-04-26 18:59:14.553507,8,New York
270,1022,2023-09-26 18:59:14.553510,5,Los Angeles
271,1088,2023-07-24 18:59:14.553513,4,Houston
272,1098,2023-10-21 18:59:14.553516,2,Miami
273,1029,2023-04-30 18:59:14.553520,3,Chicago
274,1016,2023-06-16 18:59:14.553523,3,Chicago
275,1061,2024-01-18 18:59:14.553526,4,Los Angeles
276,1083,2023-12-16 18:59:14.553529,4,New York
277,1088,2023-08-22 18:59:14.553532,5,Los Angeles
278,1085,2023-08-27 18:59:14.553535,4,Houston
279,1012,2024-01-18 18:59:14.553538,8,Houston
280,1058,2023-11-12 18:59:14.553541,6,Miami
281,1018,2023-09-24 18:59:14.553544,6,Miami
282,1048,2023-08-12 18:59:14.553547,8,Houston
283,1099,2023-12-31 18:59:14.553550,7,Houston
284,1011,2024-02-08 18:59:14.553553,8,Houston
285,1060,2023-05-12 18:59:14.553556,2,Los Angeles
286,1018,2023-07-03 18:59:14.553559,9,Houston
287,1075,2023-10-04 18:59:14.553562,1,Chicago
288,1008,2023-09-15 18:59:14.553565,8,New York
289,1070,2023-03-06 18:59:14.553568,4,Houston
290,1027,2023-07-25 18:59:14.553571,4,New York
291,1077,2023-05-29 18:59:14.553573,5,Los Angeles
292,1094,2024-01-04 18:59:14.553577,8,New York
293,1051,2023-11-10 18:59:14.553580,5,Los Angeles
294,1082,2023-07-08 18:59:14.553583,8,Chicago
295,1015,2023-07-05 18:59:14.554128,1,Los Angeles
296,1068,2023-05-14 18:59:14.554132,9,Los Angeles
297,1098,2023-07-27 18:59:14.554136,6,Miami
298,1011,2023-08-16 18:59:14.554139,3,Houston
299,1024,2024-01-23 18:59:14.554141,8,Houston
300,1051,2023-05-19 18:59:14.554144,9,Chicago
301,1084,2023-09-19 18:59:14.554147,6,Chicago
302,1099,2023-05-12 18:59:14.554150,7,Houston
303,1052,2023-04-15 18:59:14.554153,1,Miami
304,1022,2023-07-09 18:59:14.554156,5,Houston
305,1015,2024-02-07 18:59:14.554159,5,Miami
306,1056,2023-12-24 18:59:14.554162,4,Chicago
307,1038,2023-10-28 18:59:14.554165,6,New York
308,1052,2024-01-14 18:59:14.554168,7,Chicago
309,1041,2023-05-13 18:59:14.554171,9,Chicago
310,1057,2023-10-25 18:59:14.554176,1,Los Angeles
311,1038,2024-01-24 18:59:14.554179,6,Los Angeles
312,1013,2023-07-24 18:59:14.554181,7,Los Angeles
313,1094,2023-08-10 18:59:14.554184,3,Los Angeles
314,1004,2023-12-10 18:59:14.554187,8,Miami
315,1034,2023-07-25 18:59:14.554190,5,Houston
316,1086,2023-09-11 18:59:14.554193,9,New York
317,1092,2023-09-25 18:59:14.554196,5,Chicago
318,1074,2023-10-07 18:59:14.554199,9,Miami
319,1017,2023-12-16 18:59:14.554202,4,New York
320,1075,2023-06-14 18:59:14.554205,9,Miami
321,1008,2023-11-29 18:59:14.554208,5,Miami
322,1073,2023-09-15 18:59:14.554211,9,Chicago
323,1057,2023-04-06 18:59:14.554214,3,Houston
324,1016,2023-09-07 18:59:14.554217,4,Los Angeles
325,1006,2023-09-17 18:59:14.554220,9,Houston
326,1045,2023-08-05 18:59:14.554223,6,Chicago
327,1012,2024-01-16 18:59:14.554226,2,Chicago
328,1039,2023-04-12 18:59:14.554229,7,Chicago
329,1041,2023-08-10 18:59:14.554232,2,New York
330,1008,2023-11-25 18:59:14.554235,2,Houston
331,1049,2023-05-07 18:59:14.554238,1,Houston
332,1026,2023-07-30 18:59:14.554241,3,Miami
333,1065,2023-04-12 18:59:14.554244,6,Miami
334,1004,2023-09-25 18:59:14.554247,8,Miami
335,1028,2023-10-12 18:59:14.554250,9,Chicago
336,1036,2024-01-21 18:59:14.554253,7,Houston
337,1037,2023-07-08 18:59:14.554256,4,Chicago
338,1082,2023-04-02 18:59:14.554258,6,New York
339,1007,2023-07-03 18:59:14.554261,5,Miami
340,1064,2023-06-06 18:59:14.554264,8,Chicago
341,1085,2024-02-25 18:59:14.554267,1,Chicago
342,1016,2023-03-25 18:59:14.554270,1,New York
343,1070,2023-12-10 18:59:14.554273,6,Los Angeles
344,1088,2023-07-03 18:59:14.554276,2,Houston
345,1044,2023-09-23 18:59:14.554279,5,Los Angeles
346,1003,2023-05-10 18:59:14.554282,1,Miami
347,1035,2023-07-11 18:59:14.554285,7,Chicago
348,1069,2024-01-20 18:59:14.554288,1,New York
349,1030,2023-07-14 18:59:14.554291,4,New York
350,1018,2024-02-20 18:59:14.554294,9,Houston
351,1060,2023-10-14 18:59:14.554296,1,Los Angeles
352,1053,2023-07-29 18:59:14.554299,4,Houston
353,1038,2023-07-29 18:59:14.554302,6,Chicago
354,1090,2023-08-03 18:59:14.554306,6,Houston
355,1073,2023-04-24 18:59:14.554309,8,New York
356,1089,2024-01-29 18:59:14.554312,1,New York
357,1018,2023-06-27 18:59:14.554315,7,Miami
358,1038,2024-02-01 18:59:14.554318,1,Miami
359,1066,2023-08-14 18:59:14.554321,7,Chicago
360,1044,2023-08-31 18:59:14.554324,3,Los Angeles
361,1012,2023-04-11 18:59:14.554327,8,Houston
362,1091,2024-02-11 18:59:14.554330,3,Chicago
363,1057,2023-04-19 18:59:14.554333,1,Miami
364,1019,2024-02-14 18:59:14.554336,8,Houston
365,1091,2023-04-02 18:59:14.554339,3,Miami
366,1071,2023-11-03 18:59:14.554342,2,Houston
367,1060,2023-09-27 18:59:14.554345,1,Los Angeles
368,1038,2023-06-11 18:59:14.554348,3,Chicago
369,1000,2023-07-26 18:59:14.554351,2,Houston
370,1002,2024-01-29 18:59:14.554354,2,New York
371,1076,2024-01-06 18:59:14.554357,6,New York
372,1091,2023-12-20 18:59:14.554360,1,Houston
373,1061,2024-02-06 18:59:14.554363,2,Houston
374,1062,2024-01-23 18:59:14.554366,6,Houston
375,1024,2023-10-04 18:59:14.554369,3,New York
376,1055,2023-06-19 18:59:14.554372,4,New York
377,1032,2023-09-12 18:59:14.554375,1,Houston
378,1037,2023-04-23 18:59:14.554378,8,Miami
379,1005,2023-04-29 18:59:14.554381,7,Miami
380,1057,2023-03-28 18:59:14.554384,7,Los Angeles
381,1043,2023-05-12 18:59:14.554387,3,Chicago
382,1044,2023-10-31 18:59:14.554390,3,Miami
383,1031,2024-01-10 18:59:14.554393,2,New York
384,1044,2023-08-30 18:59:14.554396,1,Miami
385,1060,2023-05-11 18:59:14.554399,7,Los Angeles
386,1046,2024-01-06 18:59:14.554402,7,Los Angeles
387,1020,2023-03-20 18:59:14.554404,2,Chicago
388,1079,2023-03-28 18:59:14.554408,7,Miami
389,1084,2023-05-04 18:59:14.554411,8,New York
390,1074,2023-11-06 18:59:14.554414,1,New York
391,1035,2024-01-12 18:59:14.554417,9,Houston
392,1098,2023-11-07 18:59:14.554420,7,New York
393,1018,2023-06-23 18:59:14.554423,3,Chicago
394,1019,2023-10-08 18:59:14.554427,8,Chicago
395,1056,2024-01-23 18:59:14.554429,7,New York
396,1017,2023-11-10 18:59:14.554432,8,New York
397,1046,2023-10-09 18:59:14.554435,6,Houston
398,1048,2023-05-24 18:59:14.554438,9,New York
399,1013,2024-01-08 18:59:14.554441,5,Houston
400,1014,2023-09-16 18:59:14.554444,3,Houston
401,1030,2023-03-22 18:59:14.554447,3,New York
402,1000,2023-09-20 18:59:14.554452,1,Los Angeles
403,1053,2024-01-22 18:59:14.554455,8,Los Angeles
404,1002,2023-12-18 18:59:14.554458,2,Houston
405,1015,2023-08-04 18:59:14.554461,3,New York
406,1086,2023-08-18 18:59:14.554464,8,Los Angeles
407,1056,2023-07-10 18:59:14.554467,8,New York
408,1074,2023-08-21 18:59:14.554470,4,New York
409,1011,2024-01-03 18:59:14.554472,4,New York
410,1073,2023-11-22 18:59:14.554475,5,Miami
411,1095,2023-10-09 18:59:14.554478,6,New York
412,1015,2023-04-24 18:59:14.554481,5,Miami
413,1071,2023-09-03 18:59:14.554484,7,Houston
414,1075,2023-04-28 18:59:14.554487,2,Los Angeles
415,1023,2023-05-02 18:59:14.554490,7,Los Angeles
416,1027,2023-08-25 18:59:14.554493,7,Los Angeles
417,1007,2023-04-24 18:59:14.554496,1,Los Angeles
418,1091,2023-11-28 18:59:14.554499,7,Los Angeles
419,1035,2023-05-16 18:59:14.554502,5,Los Angeles
420,1089,2023-03-17 18:59:14.554505,3,Los Angeles
421,1007,2023-07-07 18:59:14.554508,3,Houston
422,1057,2023-12-15 18:59:14.554511,4,New York
423,1059,2023-03-07 18:59:14.554514,2,Chicago
424,1049,2023-08-08 18:59:14.554517,2,Miami
425,1027,2023-07-19 18:59:14.554520,1,Chicago
426,1091,2023-03-02 18:59:14.554523,5,Chicago
427,1040,2024-02-16 18:59:14.554526,4,New York
428,1099,2023-12-21 18:59:14.554529,2,New York
429,1063,2023-07-04 18:59:14.554532,3,New York
430,1026,2023-12-05 18:59:14.554535,7,Los Angeles
431,1062,2023-08-11 18:59:14.554538,7,Houston
432,1016,2024-02-19 18:59:14.554542,4,Los Angeles
433,1072,2023-09-09 18:59:14.554544,5,Houston
434,1032,2023-12-31 18:59:14.554547,5,Houston
435,1083,2023-12-26 18:59:14.554550,6,Chicago
436,1076,2024-01-06 18:59:14.554553,9,Chicago
437,1091,2023-07-26 18:59:14.554556,2,Houston
438,1028,2024-01-29 18:59:14.554559,5,Houston
439,1012,2023-12-19 18:59:14.554562,3,Los Angeles
440,1045,2024-01-19 18:59:14.554565,4,Los Angeles
441,1034,2023-10-03 18:59:14.554568,6,Chicago
442,1005,2024-02-13 18:59:14.554571,8,New York
443,1081,2024-02-12 18:59:14.554574,1,Houston
444,1068,2024-01-09 18:59:14.554576,8,Los Angeles
445,1046,2023-05-11 18:59:14.554579,7,Chicago
446,1024,2023-08-08 18:59:14.554582,1,Los Angeles
447,1065,2023-05-21 18:59:14.554585,2,Houston
448,1009,2023-08-22 18:59:14.554588,3,Houston
449,1055,2023-06-24 18:59:14.554591,1,Miami
450,1029,2023-12-12 18:59:14.554595,9,New York
451,1004,2023-04-22 18:59:14.554598,8,Miami
452,1032,2023-05-12 18:59:14.554601,2,Chicago
453,1064,2023-05-05 18:59:14.554604,9,Los Angeles
454,1017,2023-05-11 18:59:14.554607,7,Chicago
455,1095,2023-07-29 18:59:14.554609,9,Houston
456,1048,2023-08-27 18:59:14.554612,6,Miami
457,1010,2023-05-13 18:59:14.554615,6,Miami
458,1084,2023-03-10 18:59:14.554621,4,Miami
459,1025,2023-06-13 18:59:14.554624,2,Chicago
460,1062,2023-10-14 18:59:14.554627,7,Houston
461,1088,2024-01-24 18:59:14.554630,5,Los Angeles
462,1085,2023-04-21 18:59:14.554633,6,Los Angeles
463,1058,2023-11-10 18:59:14.554636,2,Chicago
464,1026,2023-11-06 18:59:14.554639,5,Miami
465,1048,2024-01-28 18:59:14.554642,4,New York
466,1076,2023-09-03 18:59:14.554645,9,Chicago
467,1032,2023-08-09 18:59:14.554648,6,Chicago
468,1097,2023-12-27 18:59:14.554650,2,Houston
469,1098,2024-02-01 18:59:14.554654,1,Los Angeles
470,1000,2023-11-22 18:59:14.554657,5,Chicago
471,1020,2023-06-28 18:59:14.554660,9,Chicago
472,1054,2023-10-18 18:59:14.554662,6,Miami
473,1005,2023-05-17 18:59:14.554666,7,Miami
474,1091,2024-02-04 18:59:14.554669,5,New York
475,1080,2023-08-24 18:59:14.554672,6,Houston
476,1068,2023-12-23 18:59:14.554675,5,New York
477,1094,2024-01-27 18:59:14.554678,9,Miami
478,1004,2023-11-05 18:59:14.554681,6,Los Angeles
479,1002,2023-07-25 18:59:14.554684,8,Miami
480,1052,2024-01-10 18:59:14.554687,2,Houston
481,1022,2023-05-29 18:59:14.554690,9,Miami
482,1052,2024-01-21 18:59:14.554693,5,Houston
483,1036,2023-07-27 18:59:14.554696,7,Houston
484,1073,2023-11-14 18:59:14.554699,1,Houston
485,1073,2024-02-28 18:59:14.554702,5,Houston
486,1082,2024-01-13 18:59:14.554705,2,Houston
487,1016,2023-07-28 18:59:14.554708,6,Los Angeles
488,1084,2024-02-29 18:59:14.554710,1,New York
489,1077,2023-03-16 18:59:14.554713,3,Chicago
490,1072,2023-09-13 18:59:14.554716,5,New York
491,1000,2023-09-04 18:59:14.554719,4,Houston
492,1050,2024-02-25 18:59:14.554722,3,Los Angeles
493,1044,2023-05-06 18:59:14.554725,5,Miami
494,1076,2024-02-19 18:59:14.554728,8,Los Angeles
495,1003,2023-06-21 18:59:14.554731,4,Houston
496,1061,2023-08-25 18:59:14.554734,1,Los Angeles
497,1064,2024-01-22 18:59:14.554737,7,Los Angeles
498,1031,2023-09-20 18:59:14.554740,8,Houston
499,1033,2023-08-19 18:59:14.554743,3,Los Angeles
500,1091,2023-07-17 18:59:14.554745,6,Chicago
